"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"5374","Empire Beauty School-Midlothian","Midlothian","VA","Suburb","Private",NA,0.9499999881,0.5500000119,0.9499999881,0.400000006,0.200000003,71.8099975586,18.4099998474,11.0500001907,1.4099999666,0.7445742905,0.1089315526,0.0726210351,0.041736227,0.0321368948,NA,122.308969291766,20200,20900,21500,22900,24200,NA,NA,NA,NA
"5375","Empire Beauty School-Owings Mills","Owings Mills","MD","Suburb","Private",NA,0.9700000286,0.6200000048,0.9300000072,0.4199999869,0.1800000072,67.0999984741,26.6499996185,5.3899998665,1.8300000429,0.7622180451,0.1085526316,0.0676691729,0.0380639098,0.0234962406,NA,117.614720237876,18900,22000,21800,24600,24100,NA,NA,NA,NA
"5376","Empire Beauty School-West Mifflin","West Mifflin","PA","Suburb","Private",NA,0.9800000191,0.5500000119,0.9499999881,0.4699999988,0.150000006,83.6500015259,13.779999733,0.7799999714,1.0199999809,0.7622180451,0.1085526316,0.0676691729,0.0380639098,0.0234962406,NA,117.614720237876,17400,20200,20100,21400,20900,NA,NA,NA,NA
"5377","Bold Beauty Academy","Billings","MT","City","Private",NA,0.8899999857,0.7099999785,0.9800000191,0.4699999988,0.1700000018,93.0500030518,0.349999994,2.9600000381,0.4799999893,0.630952381,NA,0.1369047619,0.1130952381,NA,NA,94.6552928718804,18700,NA,NA,NA,NA,NA,NA,NA,NA
"5378","ATI College-Norwalk","Norwalk","CA","Suburb","Private",NA,0.8199999928,0.8799999952,0.8199999928,0.1299999952,0.3400000036,50.1300010681,6.9000000954,53.9599990845,8.7899999619,0.8372093023,NA,NA,NA,NA,NA,187.413240586516,32700,NA,NA,NA,NA,NA,NA,NA,NA
"5379","Advance Science Institute","Hialeah","FL","Suburb","Private",NA,0.0099999998,1,0.6499999762,0.1299999952,0.4699999988,83.3000030518,7.4000000954,81.5500030518,0.6899999976,0.8307692308,NA,NA,NA,NA,NA,NA,20200,NA,20600,NA,NA,17000,25600,NA,NA
"5380","Advanced College","South Gate","CA","Suburb","Private",NA,0.8399999738,0.8399999738,0.8299999833,0.2300000042,0.2300000042,37.6199989319,12.470000267,71.8099975586,3.6900000572,0.7874015748,0.1338582677,NA,NA,NA,NA,173.935369128928,16900,NA,NA,NA,NA,NA,NA,NA,NA
"5381","Advanced Training Associates","El Cajon","CA","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8062827225,0.0890052356,NA,NA,NA,NA,66.17443600197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5382","American Advanced Technicians Institute","Hialeah","FL","Suburb","Private",NA,0.7699999809,0.8100000024,0.0500000007,0.2800000012,0.4699999988,77.6500015259,12.0200004578,72.0999984741,1.1100000143,0.8631578947,NA,NA,NA,NA,NA,67.3221488763792,26700,NA,NA,NA,NA,NA,NA,NA,NA
"5383","Baptist University of the Americas","San Antonio","TX","City","Private",15377,0.1899999976,1,0.3700000048,0.25,0.5400000215,66.75,5.8200001717,63.7799987793,0.9200000167,0.6666666667,0.1481481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384","The Beauty Institute","West Palm Beach","FL","Suburb","Private",NA,0,1,0.6800000072,0.1700000018,0.2700000107,65,25.0599994659,18.6100006104,1.3400000334,NA,NA,NA,NA,NA,NA,NA,18500,NA,NA,NA,NA,NA,NA,NA,NA
"5385","Beis Medrash Heichal Dovid","Far Rockaway","NY","City","Private",17100,0,1,0,0.9100000262,0,58.0299987793,25.8600006104,14.3699998856,5.7100000381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5386","Bellefonte Academy of Beauty","Russell","KY","Suburb","Private",NA,0.3899999857,0.8299999833,0.9399999976,0.2800000012,0.3100000024,96.7300033569,1.8200000525,0.7400000095,0.25,0.847826087,0.0652173913,NA,NA,NA,NA,198.745612751854,15000,NA,NA,NA,NA,NA,NA,NA,NA
"5387","Blue Cliff Career College","Mobile","AL","City","Private",NA,0.9499999881,0.6800000072,0.8199999928,0.349999994,0.2800000012,69.8199996948,26.5499992371,1.4800000191,1.3799999952,0.6363636364,0.1616161616,NA,NA,NA,NA,87.8879228151164,21800,21200,20100,NA,NA,NA,NA,NA,NA
"5388","Career Beauty College","Lawrenceburg","TN","Town","Private",NA,0.0199999996,1,1,0.2399999946,0.4300000072,94,4.3200001717,0.9599999785,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5389","Paul Mitchell the School-Gastonia","Gastonia","NC","City","Private",NA,0.8700000048,0.8299999833,0.9499999881,0.25,0.1800000072,77.5500030518,18.2999992371,3.6600000858,1.3999999762,0.6372360845,0.1554702495,0.0806142035,0.0556621881,0.0710172745,NA,170.605967817578,17700,NA,NA,NA,NA,NA,NA,NA,NA
"5390","CES College","Burbank","CA","City","Private",NA,0.0199999996,1,0.6600000262,0.0199999996,0.6499999762,51.5200004578,6.2100000381,37.4599990845,15.5200004578,0.8564102564,0.0769230769,NA,NA,NA,NA,158.311998379087,20000,NA,NA,NA,NA,NA,NA,NA,NA
"5391","Computer Tutor Business and Technical Institute","Modesto","CA","Suburb","Private",NA,0.5299999714,0.9499999881,0.9399999976,0.1700000018,0.2800000012,67.25,2.8900001049,32.9199981689,5.0100002289,0.7440758294,0.1753554502,NA,NA,NA,NA,NA,18200,NA,NA,NA,NA,NA,NA,NA,NA
"5392","Court Reporting Institute of Louisiana","Baton Rouge","LA","City","Private",NA,1,0.5199999809,0.9900000095,0.2300000042,0.3899999857,75.5699996948,21.75,1.6599999666,1.1000000238,NA,NA,NA,NA,NA,NA,NA,32500,NA,NA,NA,NA,NA,NA,NA,NA
"5393","Auguste Escoffier School of Culinary Arts-Austin","Austin","TX","City","Private",NA,0.9399999976,0.5099999905,0.4900000095,0.3100000024,0.1800000072,72.2699966431,8.0200004578,28.4400005341,3.4100000858,0.6092943201,0.1617900172,0.1032702238,0.0516351119,0.074010327,NA,98.2276784404242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5394","Culinary Institute Inc","Houston","TX","City","Private",23014,0.9200000167,0.5600000024,0.4799999893,0.3300000131,0.2599999905,67.8300018311,13.4200000763,25.8799991608,4.6700000763,0.6228710462,0.1824817518,0.0875912409,0.0462287105,0.0608272506,NA,258.499060510508,31400,NA,NA,NA,NA,NA,NA,NA,NA
"5395","Escuela Hotelera de San Juan","Hato Rey","PR","City","Private",15363,0.1000000015,0.9700000286,0.4099999964,0.6299999952,0.1299999952,77.7900009155,9.4300003052,98.3099975586,0.2700000107,0.8201970443,0.132183908,0.0336617406,NA,NA,NA,36.1891446885773,16000,16300,17000,NA,NA,15400,16400,NA,NA
"5396","Expertise Cosmetology Institute","Las Vegas","NV","City","Private",NA,0.6299999952,0.9599999785,0.9499999881,0.2599999905,0.1700000018,64.8399963379,15.3000001907,24.9500007629,4.1999998093,0.8218623482,0.1214574899,NA,NA,NA,NA,87.370935033851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397","Paul Mitchell the School-Monroe","Monroe","WI","Town","Private",NA,0,1,1,0.3300000131,0.2199999988,97.1399993896,1.1499999762,1.4099999666,0.3700000048,0.6296296296,0.1481481481,NA,NA,NA,NA,165.436090004925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5398","Healing Arts Institute","Perrysburg","OH","Suburb","Private",NA,0.9200000167,0.6200000048,0.8999999762,0.1899999976,0.3400000036,87.4800033569,7.8600001335,4.3099999428,0.9200000167,0.5166666667,0.225,NA,0.1,NA,NA,81.5289731055521,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5399","Health Works Institute","Bozeman","MT","Town","Private",NA,0.9800000191,0.4699999988,0.9499999881,0.4199999869,0.1899999976,94.4000015259,0.3600000143,1.7899999619,1.8099999428,0.5555555556,0.1481481481,0.1388888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400","In Session Arts of Cosmetology Beauty School","Saginaw","MI","Suburb","Private",NA,0,1,0.9700000286,0.3199999928,0.1800000072,73.8700027466,19.6499996185,7.0900001526,0.8500000238,0.850877193,NA,NA,NA,NA,NA,NA,16400,NA,NA,NA,NA,NA,NA,NA,NA
"5401","Moore Career College","Baton Rouge","LA","Suburb","Private",NA,0.8899999857,0.5600000024,0.75,0.4600000083,0.200000003,66.5500030518,30.5400009155,1.7300000191,1.3200000525,0.7214285714,NA,NA,NA,NA,NA,105.119125564691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402","Industrial Technical College","Humacao","PR","Suburb","Private",9087,0,1,0.5400000215,0.2700000107,0.3400000036,73.3799972534,10.9099998474,98.7300033569,0.2899999917,0.9606060606,NA,NA,NA,NA,NA,NA,16700,NA,NA,NA,NA,NA,NA,NA,NA
"5403","Institute of Beauty Occupation and Technology Course","Moca","PR","Suburb","Private",NA,0,1,0.6299999952,0.2899999917,0.3600000143,90.3399963379,2.8699998856,98.9199981689,0.1199999973,NA,NA,NA,NA,NA,NA,NA,14100,NA,NA,NA,NA,11600,17100,NA,NA
"5404","Institute of Clinical Acupuncture & Oriental Med","Honolulu","HI","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5405","Institute of Hair Design","Shawnee","OK","Town","Private",NA,0.5,0.9800000191,0.9300000072,0.1299999952,0.4499999881,78.5500030518,3.8499999046,2.7899999619,0.4600000083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5406","MedTech Institute-Atlanta Campus","Atlanta","GA","Suburb","Private",NA,0.7900000215,0.9200000167,0.8799999952,0.1000000015,0.2099999934,44.4700012207,47.1899986267,6.5500001907,3.2000000477,0.8310344828,0.1034482759,NA,NA,NA,NA,104.410852304358,21400,26200,25300,NA,NA,20200,29200,NA,NA
"5407","Leston College","Bayamon","PR","Suburb","Private",NA,0,1,0.6200000048,0.400000006,0.2199999988,80.7399978638,8.0500001907,98.8499984741,0.200000003,NA,NA,NA,NA,NA,NA,NA,16300,NA,NA,NA,NA,NA,NA,NA,NA
"5408","Medical Professional Institute","Malden","MA","Suburb","Private",NA,0.6999999881,0.6299999952,0.9200000167,0.0700000003,0.3000000119,73.5800018311,12.2399997711,8.0600004196,6.1900000572,0.5928571429,0.2035714286,0.1285714286,NA,NA,NA,146.97962621375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409","New Life Theological Seminary","Charlotte","NC","City","Private",NA,0.7099999785,0.8399999738,0.5500000119,0.0299999993,0.5500000119,55.2999992371,35.0699996948,8.3900003433,3.0199999809,0.7608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5410","Nightingale College","Ogden","UT","City","Private",NA,0.8999999762,0.7900000215,0.8500000238,0.2899999917,0.3799999952,88.6999969482,1.1900000572,10.6899995804,1.4299999475,0.5255255255,0.1501501502,0.1921921922,0.0840840841,0.048048048,NA,217.134868131464,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5411","Omnitech Institute","Tucker","GA","Suburb","Private",NA,0.8799999952,0.8100000024,0.3199999928,0.2899999917,0.1800000072,32.3199996948,61.1500015259,4.5599999428,2.4700000286,0.8848484848,0.0757575758,NA,NA,NA,NA,98.2276784404242,22000,31100,30200,NA,NA,19900,23000,NA,NA
"5412","PITC Institute","Glenside","PA","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7315175097,0.2062256809,NA,NA,NA,NA,139.255828761645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5413","Skinworks School of Advanced Skincare","Salt Lake City","UT","Suburb","Private",NA,0.9100000262,0.6299999952,0.9499999881,0.2099999934,0.3100000024,88.7699966431,1.0700000525,9.3599996567,2.2400000095,0.5454545455,NA,NA,NA,NA,NA,77.2689937879253,26700,NA,NA,NA,NA,NA,NA,NA,NA
"5414","Southeastern Institute-Columbia","Columbia","SC","City","Private",NA,0.9300000072,0.7400000095,0.8799999952,0.1800000072,0.3199999928,60.1199989319,36.4199981689,2.1099998951,1.1599999666,0.8267148014,0.1010830325,NA,NA,NA,NA,98.2276784404242,21500,NA,NA,NA,NA,NA,NA,NA,NA
"5415","Technical Learning Centers Inc","Washington","DC","City","Private",NA,0.8799999952,1,0.7400000095,0.1599999964,0.0700000003,9.3500003815,85.8199996948,4.0900001526,0.8899999857,0.9201065246,0.0572569907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5416","Total Look School of Cosmetology & Massage Therapy","Cresco","IA","Rural","Private",NA,0.9499999881,0.8999999762,1,0.349999994,0.400000006,98.1800003052,0.1700000018,1.2999999523,0.3700000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5417","The Art Institute of Tucson","Tucson","AZ","City","Private",28774,0.5699999928,0.8500000238,0.8500000238,0.4199999869,0.200000003,75.5800018311,3.25,30.4200000763,2.0799999237,0.7571818235,0.120712669,0.0670303523,0.0338924032,0.021182752,NA,229.418497814329,26800,25000,30500,NA,29100,24400,29900,24500,34200
"5418","Turning Point Beauty College","Casa Grande","AZ","Rural","Private",NA,0.8999999762,0.9300000072,0.9800000191,0.150000006,0.2099999934,65.6900024414,3.5699999332,41.3300018311,0.8100000024,0.7115384615,NA,NA,NA,NA,NA,177.254430684651,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5419","Unitech Training Academy-Lafayette","Lafayette","LA","City","Private",NA,0.8399999738,0.9599999785,0.9300000072,0.1700000018,0.200000003,60.9099998474,36.9300003052,1.3400000334,0.6299999952,0.8746135349,0.0717966335,0.0281690141,0.0147715562,0.0106492614,NA,81.8598452855619,18300,18100,19200,NA,NA,17700,25500,NA,NA
"5420","Mountwest Community and Technical College","Huntington","WV","Suburb","Public",11511,0.8999999762,0.6299999952,0.5899999738,0.3700000048,0.3199999928,94.9499969482,3.1900000572,0.6200000048,0.6000000238,0.6607629428,0.1355585831,0.1049046322,0.0688010899,0.029972752,NA,82.7180450024625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5421","Centura College-Columbia","Columbia","SC","Suburb","Private",31969,0.8899999857,0.8799999952,0.8600000143,0.200000003,0.2399999946,53.4900016785,42.3899993896,2.4700000286,1.3899999857,0.8695652174,0.0804347826,NA,NA,NA,NA,98.2276784404242,19100,19100,19200,23200,22600,18400,23000,21600,27000
"5422","Flagler College-Tallahassee","Tallahassee","FL","City","Private",NA,0.9399999976,0.4499999881,0.6399999857,0.7599999905,0.0799999982,82.9499969482,11.6700000763,5.5399999619,1.8899999857,0.3137516689,0.150200267,0.1481975968,0.155540721,0.2323097463,NA,245.56919610106,30400,33300,34300,38600,40200,29200,32400,38800,43300
"5423","American InterContinental University-Online","Schaumburg","IL","City","Private",18517,0.9200000167,0.6700000167,0.6399999857,0.1700000018,0.400000006,68.5,19.25,13.0900001526,3.1900000572,0.8284562721,0.101755742,0.0462124558,0.0161219081,0.0074536219,NA,341.015480278277,35800,44100,45000,51400,52100,29800,44900,42300,60700
"5424","ITT Technical Institute-Eden Prairie","Eden Prairie","MN","City","Private",28874,0.9399999976,0.6399999857,0.2700000107,0.4499999881,0.1700000018,81.6699981689,10.4399995804,4.9499998093,2.2400000095,0.6996228922,0.1521717892,0.0867934114,0.0410129155,0.0203989918,NA,262.929645795952,33700,36700,38800,40000,42300,27200,35900,33800,43900
"5425","Virginia College-Mobile","Mobile","AL","City","Private",22648,0.3000000119,0.8899999857,0.6999999881,0.3000000119,0.2399999946,68.4300003052,26.6599998474,2.5499999523,1.6699999571,0.8308279012,0.0968914904,0.0431466454,0.0172941333,0.0118398297,NA,175.775845630232,22900,25100,25900,29700,30500,21100,27800,25700,38700
"5426","Le Cordon Bleu College of Culinary Arts-Las Vegas","Las Vegas","NV","City","Private",21118,0.9700000286,0.5299999714,0.3600000143,0.4499999881,0.1700000018,75.4400024414,6.8099999428,18.6200008392,3.3900001049,0.7085308057,0.1448882871,0.0717670955,0.0379146919,0.0368991198,NA,234.702112938862,27800,31500,33300,36000,36800,25800,28800,34200,37700
"5427","International Academy of Design and Technology-Troy","Troy","MI","City","Private",NA,0.9499999881,0.6800000072,0.6899999976,0.5899999738,0.0700000003,55.1800003052,32.9599990845,13.0500001907,2.8399999142,NA,NA,NA,NA,NA,NA,506.648025640083,24100,26800,27800,28400,29100,24100,23900,28000,30700
"5428","American InterContinental University-Houston","Houston","TX","City","Private",24968,0.9200000167,0.6700000167,0.6399999857,0.1700000018,0.400000006,68.5,19.25,13.0900001526,3.1900000572,0.8284562721,0.101755742,0.0462124558,0.0161219081,0.0074536219,NA,341.015480278277,35800,44100,45000,51400,52100,29800,44900,42300,60700
"5429","University of California-Merced","Merced","CA","Rural","Public",32366,0.8899999857,0.6200000048,0.5799999833,0.8399999738,0.0299999993,59.1300010681,6.5199999809,22.3199996948,16.9599990845,0.4261887864,0.2139815472,0.1912704045,0.086941093,0.0816181689,NA,205.750797188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430","Remington College-North Houston Campus","Houston","TX","City","Private",25249,0.9100000262,0.9200000167,0.8100000024,0.2800000012,0.200000003,51.3199996948,25.7399997711,30.1299991608,6.4099998474,0.8125062531,0.1009504752,0.0537268634,0.0214107054,0.0114057029,NA,137.311954704087,21600,25500,26200,29700,30200,20400,26000,25400,41100
"5431","Paul Mitchell the School-Orlando","Oviedo","FL","Suburb","Private",NA,0.9399999976,0.5299999714,0.8899999857,0.5799999833,0.1299999952,79.2699966431,4.9600000381,15.779999733,4.9200000763,0.6143856144,0.1283716284,0.1088911089,0.0649350649,0.0834165834,NA,113.737311878385,23700,22300,22700,21700,23600,22200,35700,NA,NA
"5432","Regency Beauty Institute-Maplewood","Maplewood","MN","Suburb","Private",NA,0.9200000167,0.5199999809,0.9599999785,0.6299999952,0.1099999994,90.3700027466,3.0999999046,3.9200000763,2.6900000572,0.7576320371,0.1031921068,0.0672083575,0.0416715032,0.0302959954,NA,146.235163808728,20600,21600,22000,22600,22400,NA,NA,NA,NA
"5433","Pima Medical Institute-Las Vegas","Las Vegas","NV","City","Private",NA,0.9100000262,0.7099999785,0.8500000238,0.2800000012,0.2899999917,71.0100021362,5.0700001717,27.2099990845,4.6300001144,0.6334168263,0.1663474289,0.1012229262,0.0582731693,0.0407396493,NA,90.0385919851804,26900,27500,27500,29000,29200,24900,36900,27600,38900
"5434","Remington College-Nashville Campus","Nashville","TN","City","Private",27700,0.8899999857,0.9100000262,0.8299999833,0.2199999988,0.2099999934,51.1899986267,44.9700012207,2.5299999714,1.0599999428,0.8125062531,0.1009504752,0.0537268634,0.0214107054,0.0114057029,NA,137.311954704087,18700,22200,22700,28900,30000,17700,23300,23700,37100
"5435","Platt College-North OKC","Oklahoma City","OK","City","Private",NA,0.8299999833,0.8799999952,0.8399999738,0.1599999964,0.3400000036,71.8000030518,13.5100002289,7.25,2.1800000668,0.7481135465,0.1313330938,0.0729428674,0.0287459576,0.0188645347,NA,98.2276784404242,26600,24000,23700,22500,22800,26100,29200,21600,29300
"5436","Central Methodist University-College of Graduate and Extended Studies","Fayette","MO","Town","Private",NA,0.9200000167,0.6100000143,0.6100000143,0.6000000238,0.2399999946,91.8799972534,4.6599998474,2.3499999046,0.7400000095,0.4185,0.1625,0.183,0.1525,0.0835,NA,174.483376177069,31300,32900,34900,33800,35400,29400,34200,31200,41500
"5437","University of Phoenix-Jersey City Campus","Jersey City","NJ","City","Private",23190,0.9200000167,0.5799999833,0.6700000167,0.0599999987,0.4499999881,69.4700012207,15.3699998856,16.2299995422,4.1399998665,0.71804068,0.1474403066,0.0817333202,0.0346172742,0.018168419,NA,339.278401333225,44300,51600,52900,59500,60500,39300,53300,52900,70800
"5438","University of Phoenix-Minneapolis St Paul Campus","Saint Louis Park","MN","Suburb","Private",NA,0.9200000167,0.5799999833,0.6700000167,0.0599999987,0.4499999881,69.4700012207,15.3699998856,16.2299995422,4.1399998665,0.71804068,0.1474403066,0.0817333202,0.0346172742,0.018168419,NA,339.278401333225,44300,51600,52900,59500,60500,39300,53300,52900,70800
"5439","Kaplan College-Fort Worth","Fort Worth","TX","City","Private",NA,0.8899999857,0.8700000048,0.7900000215,0.2599999905,0.1800000072,54.2799987793,33.3800010681,14.5900001526,2.75,0.7767826386,0.1112642094,0.0730279022,0.0268687565,0.0120564933,NA,95.6737588009732,21300,23400,23900,25300,26000,19100,28300,24000,32000
"5440","Kaplan College-Lubbock","Lubbock","TX","City","Private",NA,0.8600000143,0.9100000262,0.8000000119,0.2099999934,0.3300000131,70.5100021362,10.6300001144,48.7799987793,1.1000000238,0.7912493411,0.1075382182,0.0648392198,0.0195044808,0.0168687401,NA,94.3709495921844,20800,20800,21500,23300,24000,19000,27500,22000,32900
"5441","North-West College-Riverside","Riverside","CA","City","Private",NA,0.8700000048,0.8500000238,0.8600000143,0.2199999988,0.2800000012,53.2000007629,8.5699996948,47.25,6.8600001335,0.7067010309,0.1417525773,0.0835051546,0.0402061856,0.0278350515,NA,96.4699199841219,28300,25300,26800,22100,23800,NA,NA,NA,NA
"5442","University of Phoenix-Louisville Campus","Louisville","KY","Suburb","Private",NA,0.9200000167,0.5799999833,0.6700000167,0.0599999987,0.4499999881,69.4700012207,15.3699998856,16.2299995422,4.1399998665,0.71804068,0.1474403066,0.0817333202,0.0346172742,0.018168419,NA,339.278401333225,44300,51600,52900,59500,60500,39300,53300,52900,70800
"5443","Everest University-Orange Park","Orange Park","FL","Suburb","Private",29741,0.9499999881,0.8199999928,0.7599999905,0.150000006,0.349999994,73.4199981689,17.6399993896,12.5399999619,2.1400001049,0.8989189861,0.0653578529,0.0238568588,0.0082629225,0.0036033797,NA,145.625118226835,24000,27300,27600,28800,29300,21800,29800,26700,34700
"5444","Everest Institute-Bissonnet","Houston","TX","City","Private",NA,0.9399999976,0.7699999809,0.8700000048,0.2800000012,0.25,63.2099990845,14.4399995804,16.5200004578,9.8900003433,0.7852112676,0.1232394366,0.0633802817,0.0183098592,0.0098591549,NA,98.2276784404242,24300,29000,28900,28100,28000,23700,28200,27600,33200
"5445","Colegio Tecnico de Electricidad Galloza","Aguada","PR","Suburb","Private",NA,0,1,0,0.2399999946,0.5,88.5999984741,3.5099999905,99.1100006104,0.1000000015,NA,NA,NA,NA,NA,NA,NA,18100,NA,NA,NA,NA,NA,NA,NA,NA
"5446","Arthur's Beauty School Inc-Conway","Conway","AR","City","Private",NA,0.6100000143,0.8700000048,0.9399999976,0.3000000119,0.2800000012,74.6399993896,22.2800006866,1.7899999619,0.6299999952,0.7792792793,0.1081081081,0.0585585586,NA,NA,NA,105.191503854069,15100,16100,15700,17300,17300,NA,NA,NA,NA
"5447","Vatterott College-St Charles","St Charles","MO","City","Private",24405,0.9200000167,0.8700000048,0.349999994,0.1899999976,0.25,67.0899963379,27.1599998474,3.4000000954,1.25,0.850613155,0.0845875139,0.0411092531,0.016025641,0.007664437,NA,232.194722199724,25400,28500,29500,31300,32400,18600,28400,22900,36500
"5448","Anthem Institute-North Brunswick","North Brunswick","NJ","Suburb","Private",NA,0.9300000072,0.6200000048,0.5400000215,0.3799999952,0.2099999934,61.1100006104,18.3899993896,21.1200008392,7.8000001907,0.8223760092,0.1118800461,0.0392156863,0.0126874279,0.0138408304,NA,85.9543885131838,30400,40900,42700,51700,52900,24800,36300,45500,55200
"5449","Spa Tech Institute-Ipswich","Ipswich","MA","Suburb","Private",NA,0.9599999785,0.4499999881,0.9200000167,0.3400000036,0.200000003,94.7300033569,1.3700000048,1.8200000525,1.4299999475,0.5763195435,0.1412268188,0.1112696148,0.0827389444,0.0884450785,NA,65.4816723750744,22500,24100,24400,26100,26200,NA,NA,NA,NA
"5450","Spa Tech Institute-Westboro","Westboro","MA","Suburb","Private",NA,0.9599999785,0.4499999881,0.9200000167,0.3400000036,0.200000003,94.7300033569,1.3700000048,1.8200000525,1.4299999475,0.5763195435,0.1412268188,0.1112696148,0.0827389444,0.0884450785,NA,65.4816723750744,22500,24100,24400,26100,26200,NA,NA,NA,NA
"5451","Spa Tech Institute-Plymouth","Plymouth","MA","Suburb","Private",NA,0.9599999785,0.4499999881,0.9200000167,0.3400000036,0.200000003,94.7300033569,1.3700000048,1.8200000525,1.4299999475,0.5763195435,0.1412268188,0.1112696148,0.0827389444,0.0884450785,NA,65.4816723750744,22500,24100,24400,26100,26200,NA,NA,NA,NA
"5452","Neumont University","Salt Lake City","UT","City","Private",31821,0.9599999785,0.5899999738,0.1700000018,0.5500000119,0.2099999934,81.4199981689,3.8299999237,14.1899995804,3.2100000381,0.3501805054,0.1732851986,0.2057761733,0.1588447653,0.1119133574,NA,306.005067730984,59400,46100,48600,31700,33000,NA,NA,NA,NA
"5453","Johnson & Wales University-Charlotte","Charlotte","NC","City","Private",42124,0.9800000191,0.4900000095,0.5400000215,0.8600000143,0.0299999993,77.6699981689,12.8500003815,10.3900003433,2.8699998856,0.3702014443,0.1630558723,0.1494995566,0.1321424047,0.1851007222,NA,278.144596198592,30700,33800,35500,37000,38500,29100,32500,35400,41200
"5454","L'Ecole Culinaire-St Louis","St. Louis","MO","Suburb","Private",28042,0.9300000072,0.7200000286,0.6399999857,0.2599999905,0.2700000107,84.0199966431,11.0200004578,3.0399999619,1.2799999714,0.8215521503,0.0963914978,0.0543746911,0.0173010381,0.0103806228,NA,224.248620001675,22000,26900,27700,35700,36300,18600,27300,NA,NA
"5455","Roseman University of Health Sciences","Henderson","NV","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5602836879,0.1843971631,0.1170212766,0.0780141844,0.0602836879,NA,258.493890632695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456","Fortis Institute-Port Saint Lucie","Port Saint Lucie","FL","City","Private",30140,0.9200000167,0.8600000143,0.8799999952,0.2399999946,0.2399999946,59.8499984741,34.0900001526,8.1300001144,1.4800000191,0.7984531392,0.118289354,0.050955414,0.0222929936,0.0100090992,NA,129.246945316347,24900,25200,25500,NA,NA,24200,29800,NA,NA
"5457","Aviation Institute of Maintenance-Manassas","Manassas","VA","Suburb","Private",28438,0.8700000048,0.6999999881,0.0700000003,0.25,0.3400000036,62.3499984741,23.8899993896,9.6099996567,5.8200001717,0.663507109,0.1848341232,0.0805687204,NA,NA,NA,206.795112506156,38200,NA,NA,NA,NA,NA,NA,NA,NA
"5458","Cosmetology School of Arts and Sciences","Burley","ID","Town","Private",NA,0.0799999982,1,1,0.3000000119,0.2800000012,82.5800018311,0.2199999988,20.6200008392,0.4099999964,NA,NA,NA,NA,NA,NA,206.795112506156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","Universal Technical Institute of Pennsylvania Inc","Exton","PA","Suburb","Private",NA,0.9700000286,0.5199999809,0.0299999993,0.7900000215,0.0700000003,74.9700012207,12.8999996185,16.1000003815,2.8199999332,0.5067201955,0.1759469366,0.1384185722,0.0926863327,0.086227963,NA,166.087494609319,37400,39200,42200,42600,44600,27500,37600,NA,NA
"5460","Heritage College-Kansas City","Kansas City","MO","City","Private",NA,0.8799999952,0.7400000095,0.7900000215,0.2800000012,0.25,75,13.6700000763,13.2899999619,1.8600000143,0.7152777778,0.1362847222,0.07421875,0.04296875,0.03125,NA,129.960388454493,22600,23500,23900,25100,26500,21300,26900,24600,31400
